period,calendar_year,fiscal_year,month,month_long,fiscal_month,period_date,location_name,fips_code,state,state_name,county,land_class,land_category,land_type,region_type,district_type,offshore_region,commodity,product,revenue,duplicate_no,row_number
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",1221712.07,0,195
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Copper,"",450000,0,196
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",4002.29,0,197
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",3731.51,0,198
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",-4464.78,0,199
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",707498.98,0,200
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",74157.13,0,201
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Sand & Gravel,"",541.66,0,202
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",6366592.11,0,203
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",23549276.13,0,204
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",1625752.07,0,205
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",10339228.96,0,206
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Other Products,"",251649.99,0,207
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",2882444092,0,208
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Gas,"",13324.35,0,209
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",NGL,"",1114.63,0,210
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil,"",-78446.53,0,211
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil & Gas,"",4609057.32,0,212
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",35681210.87,0,213
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,"",234394980.49,0,214
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",NGL,"",16785212.98,0,215
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,"",306067150.97,0,216
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Other Products,"",30974.26,0,217
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",88479700,0,218
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",25093423.5,0,219
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Coal,"",117975.03,0,220
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Gas,"",2319.21,0,221
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Geothermal,"",12506.69,0,222
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Hardrock,"",-23866,0,223
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil & Gas,"",18539207.54,0,224
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Phosphate,"",8589,0,225
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Potassium,"",-25060.05,0,226
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Sodium,"",-36374.12,0,227
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",34315,0,228
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Geothermal,"",106109.42,0,229
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Hardrock,"",-8130,0,230
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",5748835.38,0,231
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Phosphate,"",2953,0,232
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Potassium,"",-2320,0,233
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Sodium,"",-23302,0,234
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",61054758.69,0,235
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,"",209804635.82,0,236
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",NGL,"",26234343.07,0,237
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,"",84127604,0,238
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Other Products,"",7681871.25,0,239
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",171211.2,0,240
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",-14267.25,0,241
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",838.96,0,242
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Copper,"",8022.91,0,243
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",5319.87,0,244
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",3896.97,0,245
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",-19265.63,0,246
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",533931.5,0,247
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Sand & Gravel,"",1666.67,0,248
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",14745.92,0,249
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",122582.76,0,250
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Sand & Gravel,"",541.66,0,251
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",5476992.89,0,252
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",25023516.69,0,253
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",1162837.23,0,254
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",14298960.63,0,255
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Other Products,"",119568.24,0,256
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",1896223962,0,257
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Gas,"",40638.66,0,258
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",NGL,"",2658.06,0,259
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil,"",1155217.53,0,260
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil & Gas,"",11953520.98,0,261
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Sulfur,"",-67,0,262
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",32608686.73,0,263
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,"",325978505.21,0,264
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",NGL,"",27849627.51,0,265
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,"",483360070.09,0,266
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Other Products,"",47589.11,0,267
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",-18099.41,0,268
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",6098922.25,0,269
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Sodium,"",120,0,270
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Coal,"",129678.09,0,271
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Gas,"",9563.27,0,272
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Geothermal,"",8605.81,0,273
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Gilsonite,"",8508,0,274
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Hardrock,"",49200.24,0,275
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil,"",24435.9,0,276
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil & Gas,"",13555921.73,0,277
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Phosphate,"",8271,0,278
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Potassium,"",400,0,279
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Sodium,"",22825.82,0,280
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",34797,0,281
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Geothermal,"",82685.3,0,282
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gilsonite,"",981,0,283
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Hardrock,"",9181.5,0,284
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",4431946.33,0,285
