Date,Fund Type,Local Recipient,Recipient,Source,Land Category,State,County,FIPS Code,Revenue Type,Disbursement
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Other Distributions,1086.16
02/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,847.11
02/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,58149.76
02/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,16398.62
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,-125195.67
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Sequestration,-362508.57
02/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Sequestration,-430607.90
02/01/2020,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Royalties,-510.78
02/01/2020,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Sequestration,-1476.69
02/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,-148837.79
02/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Other Distributions,4329.32
02/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,908424.88
02/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Other Distributions,2909.88
02/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Rents & Bonuses,19711.52
02/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,1322012.34
02/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Sequestration,-350.31
02/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Royalties,-120.98
02/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Other Distributions,9.48
02/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Royalties,3951.50
02/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Other Distributions,2750.53
02/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Rents & Bonuses,-653
02/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,2935398.69
02/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Other Distributions,-25048.29
02/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Rents & Bonuses,76048.06
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Pershing,"32027",Royalties,1912.00
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Pershing,"32027",Sequestration,-82.88
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Pershing,"32027",Royalties,116.79
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Pershing,"32027",Other Distributions,-1434.00
02/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,95604.68
02/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,-0.01
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Pershing,"32027",Rents & Bonuses,810
02/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Royalties,10353583.12
02/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Other Distributions,-14613.02
02/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Rents & Bonuses,3269.50
02/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Royalties,1148525.08
02/01/2020,State,State,State and local governments,Onshore,Onshore,Texas,"","",Royalties,329261.92
02/01/2020,State,State,State and local governments,Onshore,Onshore,Texas,"","",Rents & Bonuses,1734.00
02/01/2020,State,State,State and local governments,Onshore,Onshore,Texas,"","",Other Distributions,-9520.49
02/01/2020,State,State,State and local governments,Onshore,Onshore,Texas,"","",Royalties,202.08
02/01/2020,State,State,State and local governments,Onshore,Onshore,Texas,"","",Royalties,11152.30
02/01/2020,State,State,State and local governments,Onshore,Onshore,Texas,"","",Royalties,-638.44
02/01/2020,State,State,State and local governments,Onshore,Onshore,Texas,"","",Sequestration,-19599.29
02/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Mississippi,"","",Royalties,4706.67
02/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Rents & Bonuses,-2473.00
02/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,2110358.73
02/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Mississippi,"","",Other Distributions,1.04
02/01/2020,State,County,State and local governments,Onshore,Onshore,New Mexico,Hidalgo,"35023",Royalties,1245.42
02/01/2020,State,County,State and local governments,Onshore,Onshore,New Mexico,Hidalgo,"35023",Sequestration,-257.93
02/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Mississippi,"","",Royalties,71683.51
02/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,65594.43
02/01/2020,State,State,State and local governments,Onshore,Onshore,Alaska,"","",Sequestration,-106218.13
02/01/2020,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,20
02/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,24
02/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Royalties,0.24
02/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Royalties,4830.14
02/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Other Distributions,-0.72
02/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,96
02/01/2020,Fish & Wildlife,"",Other funds,Onshore,Onshore,"","","",Other Distributions,1489.66
02/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,612354.95
02/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,329404.72
02/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Rents & Bonuses,1797663.32
02/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,2449196.04
02/01/2020,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,555810.93
02/01/2020,State,State,State and local governments,Onshore,Onshore,Louisiana,"","",Royalties,66059.98
02/01/2020,State,State,State and local governments,Onshore,Onshore,Alaska,"","",Royalties,1318504.65
02/01/2020,State,State,State and local governments,Onshore,Onshore,Alaska,"","",Other Distributions,30522.60
02/01/2020,State,State,State and local governments,Onshore,Onshore,Alaska,"","",Royalties,463526.24
02/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,2260859.76
02/01/2020,Bureau of Land Management,"",Other funds,Onshore,Onshore,"","","",Other Distributions,20858.74
02/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,8539423.07
02/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Rents & Bonuses,6326041.90
02/01/2020,Bureau of Land Management,"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,46
02/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Other Distributions,150273.79
02/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,30734.39
02/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,GOMESA offshore,Offshore,"","","",Rents & Bonuses,-15690.08
02/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,-7305859.62
02/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,58066.25
02/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,231933.36
02/01/2020,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,-56750.00
02/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,-4882.86
02/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,-19531.34
02/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,25224.00
02/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Other Distributions,75779.74
02/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,489935.83
02/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,1959715.85
02/01/2020,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,-24026.50
02/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,-773.19
02/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,-3092.84
02/01/2020,Fish & Wildlife,"",Other funds,Onshore,Onshore,"","","",Royalties,-12197.75
02/01/2020,Bureau of Land Management,"",Other funds,Onshore,Onshore,"","","",Royalties,11527.12
02/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,6326437.36
02/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,21350403.65
02/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Sequestration,-78514.91
02/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,67935862.70
02/01/2020,State,State,State and local governments,Onshore,Onshore,Michigan,"","",Royalties,612.79
02/01/2020,State,State,State and local governments,Onshore,Onshore,Michigan,"","",Royalties,-129.97
02/01/2020,State,State,State and local governments,Onshore,Onshore,Michigan,"","",Sequestration,-375.73
02/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,21851488.12
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Lander,"32015",Sequestration,-171.09
02/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,180881.96
02/01/2020,Bureau of Land Management,"",Other funds,Onshore,Onshore,"","","",Royalties,59837.54
02/01/2020,State,County,State and local governments,Onshore,Onshore,New Mexico,Hidalgo,"35023",Rents & Bonuses,3126.25
02/01/2020,Fish & Wildlife,"",Other funds,Onshore,Onshore,"","","",Royalties,264611.47
02/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,71784.46
02/01/2020,State,State,State and local governments,Onshore,Onshore,Oregon,"","",Sequestration,-361.09
02/01/2020,State,State,State and local governments,Onshore,Onshore,Oregon,"","",Royalties,-124.9
02/01/2020,State,State,State and local governments,Onshore,Onshore,Oregon,"","",Rents & Bonuses,6245.00
02/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Sequestration,-2895637.04
02/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,-1001544.02
02/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Other Distributions,2936.96
02/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,14231859.47
02/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Other Distributions,2542.89
02/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Rents & Bonuses,293040.00
02/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,17201707.12
02/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Other Distributions,-17.08
02/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,122710.45
02/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Other Distributions,2168017.69
02/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Rents & Bonuses,4204123.37
02/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,1946764.05
02/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Other Distributions,-3860.15
02/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Rents & Bonuses,-21543.50
02/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,9931856.69
02/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,16919.72
02/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Sequestration,-17357.19
02/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Rents & Bonuses,1215200.00
02/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,5654.72
02/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,1413.73
02/01/2020,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,63114.62
02/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Royalties,-9827.16
02/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,371726.92
02/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Rents & Bonuses,617.5
02/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Rents & Bonuses,559519.00
02/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Other Distributions,102718.32
