Date,Land Class,Land Category,Commodity,Volume
03/01/2020,Federal,Offshore,Gas Prod Vol (mcf),91828861
04/01/2020,Native American,Onshore,Coal Prod Vol (tons),582654
04/01/2020,Federal,Onshore,Coal Prod Vol (tons),16640682
04/01/2020,Federal,Onshore,Oil Prod Vol (bbl),26001096
04/01/2020,Federal,Onshore,Gas Prod Vol (mcf),266236877
04/01/2020,Federal,Offshore,Oil Prod Vol (bbl),57703332
04/01/2020,Federal,Offshore,Gas Prod Vol (mcf),83971213
04/01/2020,Native American,Onshore,Gas Prod Vol (mcf),32174852
04/01/2020,Native American,Onshore,Oil Prod Vol (bbl),8072614
05/01/2020,Federal,Offshore,Gas Prod Vol (mcf),67967591
05/01/2020,Native American,Onshore,Oil Prod Vol (bbl),5748433
05/01/2020,Federal,Onshore,Coal Prod Vol (tons),17586691
05/01/2020,Federal,Onshore,Oil Prod Vol (bbl),21726008
05/01/2020,Federal,Onshore,Gas Prod Vol (mcf),257759168
05/01/2020,Federal,Offshore,Oil Prod Vol (bbl),49914895
05/01/2020,Native American,Onshore,Coal Prod Vol (tons),380998
05/01/2020,Native American,Onshore,Gas Prod Vol (mcf),28194314
06/01/2020,Federal,Onshore,Gas Prod Vol (mcf),252098537
06/01/2020,Federal,Offshore,Oil Prod Vol (bbl),46726155
06/01/2020,Federal,Offshore,Gas Prod Vol (mcf),65418004
06/01/2020,Native American,Onshore,Gas Prod Vol (mcf),29563403
06/01/2020,Native American,Onshore,Oil Prod Vol (bbl),7167315
06/01/2020,Federal,Onshore,Coal Prod Vol (tons),17628063
06/01/2020,Federal,Onshore,Oil Prod Vol (bbl),22735534
06/01/2020,Native American,Onshore,Coal Prod Vol (tons),324627
07/01/2020,Native American,Onshore,Coal Prod Vol (tons),456822
07/01/2020,Federal,Offshore,Oil Prod Vol (bbl),51311646
07/01/2020,Federal,Onshore,Coal Prod Vol (tons),18695133
07/01/2020,Federal,Onshore,Oil Prod Vol (bbl),24978877
07/01/2020,Federal,Onshore,Gas Prod Vol (mcf),263799522
07/01/2020,Federal,Offshore,Gas Prod Vol (mcf),71782712
07/01/2020,Native American,Onshore,Gas Prod Vol (mcf),30901998
07/01/2020,Native American,Onshore,Oil Prod Vol (bbl),7738555
08/01/2020,Federal,Onshore,Oil Prod Vol (bbl),26078454
08/01/2020,Federal,Onshore,Coal Prod Vol (tons),21662515
08/01/2020,Native American,Onshore,Gas Prod Vol (mcf),31840204
08/01/2020,Native American,Onshore,Oil Prod Vol (bbl),8000757
08/01/2020,Native American,Onshore,Coal Prod Vol (tons),811777
08/01/2020,Federal,Onshore,Gas Prod Vol (mcf),264675010
08/01/2020,Federal,Offshore,Gas Prod Vol (mcf),47561717
08/01/2020,Federal,Offshore,Oil Prod Vol (bbl),36948375
09/01/2020,Federal,Onshore,Oil Prod Vol (bbl),25672840
09/01/2020,Federal,Offshore,Gas Prod Vol (mcf),52481867
09/01/2020,Federal,Offshore,Oil Prod Vol (bbl),46296849
09/01/2020,Native American,Onshore,Gas Prod Vol (mcf),31239754
09/01/2020,Native American,Onshore,Oil Prod Vol (bbl),7792708
09/01/2020,Native American,Onshore,Coal Prod Vol (tons),486541
09/01/2020,Federal,Onshore,Coal Prod Vol (tons),20929316
09/01/2020,Federal,Onshore,Gas Prod Vol (mcf),252504500
10/01/2020,Federal,Offshore,Oil Prod Vol (bbl),33184644
10/01/2020,Native American,Onshore,Gas Prod Vol (mcf),32385402
10/01/2020,Native American,Onshore,Oil Prod Vol (bbl),8245435
10/01/2020,Federal,Onshore,Coal Prod Vol (tons),19441593
10/01/2020,Federal,Onshore,Oil Prod Vol (bbl),28511935
10/01/2020,Federal,Onshore,Gas Prod Vol (mcf),263550838
10/01/2020,Native American,Onshore,Coal Prod Vol (tons),681669
10/01/2020,Federal,Offshore,Gas Prod Vol (mcf),42291344
11/01/2020,Federal,Onshore,Oil Prod Vol (bbl),27173740
11/01/2020,Federal,Onshore,Gas Prod Vol (mcf),261484741
11/01/2020,Native American,Onshore,Coal Prod Vol (tons),506081
11/01/2020,Native American,Onshore,Oil Prod Vol (bbl),8318202
11/01/2020,Native American,Onshore,Gas Prod Vol (mcf),31715965
11/01/2020,Federal,Offshore,Gas Prod Vol (mcf),64084920
11/01/2020,Federal,Offshore,Oil Prod Vol (bbl),51633384
11/01/2020,Federal,Onshore,Coal Prod Vol (tons),21151897
12/01/2020,Native American,Onshore,Coal Prod Vol (tons),420167
12/01/2020,Federal,Onshore,Coal Prod Vol (tons),20345181
12/01/2020,Federal,Onshore,Oil Prod Vol (bbl),26689411
12/01/2020,Federal,Onshore,Gas Prod Vol (mcf),248912266
12/01/2020,Native American,Onshore,Oil Prod Vol (bbl),8039303
12/01/2020,Federal,Offshore,Oil Prod Vol (bbl),53993632
12/01/2020,Federal,Offshore,Gas Prod Vol (mcf),69607924
12/01/2020,Native American,Onshore,Gas Prod Vol (mcf),30796812
